,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5476190476190478,0.7158196134574087,0.0,0.25,0.3333333333333333,0.9142857142857141,0.6666666666666667,0.25,1.0,0.26245392311743015,0.6980525998795424,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.15000000000000002,0.2222222222222222,0.0,0.29411764705882354
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.738095238095238,0.12670007158196137,0.25000000000000006,0.0,0.6666666666666667,0.4428571428571429,0.3333333333333333,0.25,0.3333333333333333,0.2170089520800421,0.9160008030515964,0.1111111111111111,0.0,0.8571428571428573,1.0,1.0,0.3333333333333333,0.25,0.5,0.6666666666666667,0.25,0.38888888888888884,0.06666666666666667,0.4117647058823529
2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4523809523809525,0.9098067287043666,0.03571428571428572,0.25,1.0,0.8857142857142857,0.3333333333333333,0.0,0.6666666666666667,0.056924697209057386,0.01212607910058221,0.6666666666666666,1.0,0.28571428571428575,0.0,0.3333333333333333,0.0,0.17500000000000002,0.5,0.6666666666666667,0.0,0.0,0.0,0.0
3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3571428571428572,0.9234073013600574,0.07142857142857144,0.75,1.0,0.3714285714285714,0.6666666666666667,0.0,0.6666666666666667,0.10005265929436544,0.8458140935555112,0.1111111111111111,1.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5,0.6666666666666667,0.2,0.38888888888888884,0.2,0.0
4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2142857142857143,0.3500357909806729,0.03571428571428572,0.0,0.0,0.14285714285714285,0.6666666666666667,0.0,0.3333333333333333,0.12948920484465506,0.5837382051796829,1.0,0.0,0.07142857142857141,0.0,1.0,0.3333333333333333,0.15000000000000002,0.5,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941
5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333333333333337,0.6463851109520401,0.03571428571428572,0.25,1.0,0.7,0.6666666666666667,0.0,1.0,0.10842548709847286,0.3922907046777756,0.0,0.0,0.14285714285714282,0.0,0.6666666666666667,0.0,0.2,0.3333333333333333,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.2,0.3529411764705882
6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9761904761904763,0.8747315676449536,0.07142857142857144,0.5,0.6666666666666667,0.7285714285714284,1.0,0.0,0.0,0.08746708794102158,0.3160008030515961,0.4444444444444444,1.0,0.6428571428571428,1.0,0.0,1.0,0.30000000000000004,0.5,0.3333333333333333,0.025,0.0,0.0,0.0
7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.8990694345025055,0.8214285714285716,0.0,1.0,0.5285714285714285,0.6666666666666667,0.0,0.6666666666666667,0.08867825171142706,0.45135514956835987,0.1111111111111111,0.0,0.7857142857142859,1.0,0.3333333333333333,0.3333333333333333,0.025,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0
8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4761904761904762,0.08160343593414461,0.7857142857142859,0.5,1.0,0.2,0.3333333333333333,0.5,0.6666666666666667,0.44849921011058436,0.26874121662316813,0.0,0.0,0.7142857142857144,1.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666667,0.225,0.38888888888888884,0.06666666666666667,0.47058823529411764
9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142866,0.8568360773085184,0.9285714285714287,0.5,0.6666666666666667,0.9142857142857141,0.6666666666666667,0.25,0.6666666666666667,0.2226434965771458,0.581529813290504,0.6666666666666666,0.0,0.14285714285714282,0.0,0.3333333333333333,0.6666666666666666,0.42500000000000004,0.5,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.4666666666666667,0.4117647058823529
